hh_id,formid,house_status,consent,hh_size,access_med.no_911,access_med.no_transport,access_med.roads_damaged,access_med.facility_closed,access_med.no_doctors,access_med.no_dialysis,access_med.no_resp_mach,access_med.no_meds,access_med.couldnt_afford,access_med.ot_reasons,access_med.access_other,water.water_short_b,water.lost_water,water.sept,water.oct,water.nov,water.dec,water.lost_drink_water,water.sept_drink,water.oct_drink,water.nov_drink,water.dec_drink,water.drinkable_water_now,electricity.elec_short_b,electricity.lost_elec,electricity.sept,electricity.oct,electricity.nov,electricity.dec,cell_short_b,cell.lost_cell,cell.sept,cell.oct,cell.nov,cell.dec,mort_neighbor,left_neighbor,neighbors_num,notas,completed_time,started_time,username,received_on,location,barrio_id,imputed_gps,flag
3297,CENSORED,1,1,3,99,99,2,99,99,99,99,99,99,NA,0,2,1,3,4,4,4,0,0,0,0,0,NA,4,1,3,4,4,4,2,1,3,4,3,0,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,269,no,1
3298,CENSORED,1,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,4,4,4,1,0,3,0,0,1,4,1,3,4,4,4,0,1,2,3,4,3,0,2,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,269,no,1
3299,CENSORED,1,1,3,99,99,4,99,99,99,99,99,99,NA,1,0,1,3,4,4,4,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,3,4,3,0,2,3,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,269,no,1
3300,CENSORED,1,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,0,0,0,3,2,0,0,0,1,0,1,2,4,3,0,2,1,3,4,3,0,0,0,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,109,no,1
3301,CENSORED,1,1,3,99,99,99,99,99,99,99,99,99,NA,0,3,1,1,0,0,0,0,0,0,0,0,NA,0,1,2,4,1,0,0,1,2,4,2,0,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,109,no,1
3302,CENSORED,1,1,4,99,99,5,99,99,99,0,99,99,NA,0,0,1,2,2,0,0,1,2,2,0,0,1,3,1,2,4,4,4,0,1,2,4,4,4,0,6,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,268,no,1
3303,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,4,4,1,2,4,4,4,3,0,1,2,4,4,4,0,1,2,4,4,4,0,6,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,268,no,1
3304,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,1,1,0,0,0,2,0,1,2,4,4,4,0,1,2,4,4,2,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,268,no,1
3305,CENSORED,1,1,1,99,99,3,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,1,1,0,0,0,1,2,1,3,4,4,4,0,1,2,1,0,0,0,6,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,268,no,1
3306,CENSORED,1,1,6,99,4,4,99,99,99,99,4,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,2,4,4,4,0,1,2,4,3,0,1,6,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,268,no,1
3307,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,3,1,2,4,4,4,4,1,2,4,4,2,0,6,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,266,no,1
3308,CENSORED,1,1,1,99,6,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,1,2,4,4,4,0,1,2,4,4,4,0,6,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,268,no,1
3309,CENSORED,1,1,4,99,5,5,99,99,99,99,99,99,NA,0,0,1,2,4,4,4,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,4,4,0,6,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,268,no,1
3310,CENSORED,1,1,2,99,99,5,99,99,99,99,99,99,NA,0,0,1,2,4,4,4,1,0,0,0,0,3,0,1,2,4,4,4,0,1,2,4,2,0,0,6,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,268,no,1
3311,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,2,2,2,0,0,0,0,0,NA,0,1,2,4,3,0,0,1,2,4,4,0,0,0,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,887,no,1
3312,CENSORED,1,1,1,99,99,99,99,99,99,99,3,99,NA,0,0,1,2,4,4,0,1,1,0,0,0,1,0,1,2,4,4,0,0,1,2,2,0,0,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,887,no,1
3313,CENSORED,1,1,5,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,4,4,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,4,4,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,887,no,1
3314,CENSORED,1,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,1,0,1,2,2,0,0,3,0,1,2,2,0,0,0,1,2,4,4,4,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,887,no,1
3316,CENSORED,1,1,4,99,99,99,1,99,99,3,3,99,NA,0,0,1,2,4,4,4,1,2,2,2,2,1,0,1,2,4,2,1,0,1,2,4,4,0,99,0,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,887,no,1
3317,CENSORED,1,1,3,99,99,4,4,99,99,6,4,99,NA,1,0,1,3,4,1,0,1,3,4,1,0,1,1,1,3,4,4,4,0,1,3,4,4,2,1,6,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,266,no,1
3318,CENSORED,1,1,3,99,99,99,99,99,99,99,99,99,NA,0,3,1,2,4,4,4,0,0,0,0,0,NA,3,1,3,4,4,4,0,1,2,4,4,3,0,3,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,266,no,1
3319,CENSORED,1,1,2,99,99,2,99,99,99,99,99,99,NA,1,0,1,2,4,4,3,0,0,0,0,0,NA,3,1,3,4,4,4,0,1,2,4,4,3,1,6,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,266,no,1
3320,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,1,0,0,0,0,0,0,0,NA,0,1,2,0,0,0,0,1,2,4,1,0,0,4,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,152,no,1
3321,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,1,0,0,0,0,0,0,0,NA,0,1,2,1,0,0,0,1,2,4,1,0,0,0,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,152,no,1
3322,CENSORED,1,1,1,99,99,3,3,4,4,99,4,99,NA,1,4,1,4,4,4,0,1,4,4,4,4,1,4,1,4,4,4,4,4,1,4,4,0,0,3,6,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,152,no,1
3323,CENSORED,1,1,2,99,99,99,99,99,99,99,5,99,NA,1,4,1,4,4,4,0,1,4,4,4,4,1,4,1,4,4,4,4,4,1,4,4,4,1,99,1,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,152,no,1
3324,CENSORED,1,1,3,99,99,99,99,99,99,99,6,99,NA,1,4,1,4,0,0,0,0,0,0,0,0,NA,4,1,4,4,0,0,4,1,4,4,4,4,3,5,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,817,no,1
3325,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,1,0,0,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,2,4,4,3,0,0,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,817,no,1
3326,CENSORED,1,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,1,0,0,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,3,4,4,3,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,817,yes,1
3327,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,1,2,3,3,3,0,0,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,152,no,1
3328,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,4,4,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,4,4,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,152,no,1
3330,CENSORED,1,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,1,2,4,4,1,0,6,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,704,no,1
3331,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,2,0,0,0,0,0,0,0,NA,4,1,3,4,4,4,0,1,3,4,4,4,0,0,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,704,no,1
3332,CENSORED,1,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,1,0,0,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,2,4,4,4,0,0,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,704,no,1
3336,CENSORED,1,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,0,0,0,1,0,1,0,0,3,0,1,2,4,4,4,0,1,1,1,0,0,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,704,no,1
3337,CENSORED,1,1,2,0,2,2,1,99,99,99,1,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,2,2,0,99,3,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,704,no,1
3338,CENSORED,1,1,3,99,6,99,99,99,99,99,99,99,NA,0,0,1,2,4,2,0,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,4,3,1,6,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,704,no,1
3339,CENSORED,1,1,1,99,99,99,99,99,99,99,3,99,NA,0,0,1,2,4,4,4,0,0,0,0,0,NA,1,1,4,4,4,4,0,1,2,4,4,4,0,4,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,704,no,1
3340,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,4,4,4,4,0,0,NA,NA,NA,NA,99,99,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,704,no,1
3341,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,2,0,0,0,1,4,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,704,no,1
3342,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,3,1,2,1,0,0,1,2,1,0,0,1,3,1,2,4,4,4,4,1,2,4,2,0,3,99,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,394,no,1
3343,CENSORED,1,1,3,99,99,99,99,99,99,99,99,99,NA,0,4,1,2,4,0,0,1,0,0,0,0,1,2,1,2,4,4,4,0,1,2,4,4,4,0,0,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,394,no,1
3344,CENSORED,1,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,1,0,0,0,0,0,0,0,NA,4,1,2,4,4,4,0,1,2,4,4,3,99,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,394,no,1
3345,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,4,1,2,3,0,0,0,0,0,0,0,NA,0,1,2,4,4,3,3,1,2,0,0,0,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,394,no,1
3346,CENSORED,1,1,5,99,99,99,99,99,99,99,99,99,NA,0,2,1,2,3,0,0,1,2,0,0,0,1,3,1,2,4,4,4,2,1,2,4,4,4,99,99,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,394,no,1
3347,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,0,1,0,0,1,2,2,4,0,1,0,1,0,3,4,3,0,1,2,2,3,0,0,0,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,128,no,1
3348,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,0,2,0,0,0,0,0,0,0,NA,0,1,0,3,4,4,0,1,0,3,0,0,0,0,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,128,no,1
3349,CENSORED,1,1,4,99,99,99,99,99,99,99,99,6,NA,0,0,1,2,4,4,4,0,0,0,0,0,NA,0,1,2,4,1,0,0,1,2,4,4,4,0,0,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,128,no,1
3350,CENSORED,1,1,2,99,99,3,5,5,99,99,4,99,NA,0,1,1,2,0,0,0,1,2,0,0,0,1,0,1,3,4,4,4,0,1,3,4,4,4,0,6,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,128,no,1
3351,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,4,1,1,2,4,4,1,1,0,1,2,4,4,4,1,1,2,4,4,4,1,6,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,600,no,1
3352,CENSORED,1,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,0,0,0,0,0,0,0,0,NA,4,1,2,4,4,4,1,1,2,4,4,4,0,0,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,316,no,1
3353,CENSORED,1,1,3,99,99,99,99,99,0,99,99,99,NA,0,4,1,2,4,4,4,1,2,4,4,4,1,0,1,2,4,4,4,0,1,2,2,0,0,0,6,5,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,316,no,1
3354,CENSORED,1,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,1,0,0,1,2,1,0,0,1,0,1,2,4,4,4,1,1,2,4,4,4,0,0,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,316,no,1
3355,CENSORED,1,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,1,0,0,0,NA,3,1,2,4,4,4,2,1,2,3,0,0,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,316,no,1
3356,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,3,1,2,4,1,0,1,2,1,0,0,1,4,1,2,4,4,4,0,1,2,4,1,0,1,2,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,316,yes,1
3357,CENSORED,1,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,3,0,0,0,1,0,0,0,0,1,0,1,2,4,4,4,0,1,2,2,0,0,0,0,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,128,no,1
3358,CENSORED,1,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,0,0,0,1,2,4,4,4,1,0,1,2,4,4,3,0,1,2,4,4,4,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,128,no,1
3359,CENSORED,1,1,4,99,99,99,99,99,99,5,99,99,NA,0,0,1,2,4,4,1,1,2,1,0,0,3,4,1,2,4,4,4,2,1,2,4,4,4,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,600,no,1
3360,CENSORED,1,1,4,99,5,99,99,99,99,99,99,99,NA,0,0,1,2,4,2,0,1,2,4,2,0,1,3,1,2,4,4,4,0,1,2,3,3,3,0,0,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,316,no,1
3361,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,4,1,2,1,0,0,1,2,1,0,0,3,2,1,2,4,4,1,0,1,2,4,4,1,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,316,no,1
3362,CENSORED,1,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,4,4,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,4,2,0,0,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,600,no,1
3363,CENSORED,1,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,4,1,2,4,4,3,2,1,2,4,4,4,0,0,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,316,no,1
3364,CENSORED,1,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,4,4,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,2,4,4,2,99,0,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,650,no,1
3365,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,4,3,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,2,4,4,3,5,0,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,650,no,1
3367,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,1,0,0,1,2,1,0,0,1,0,1,2,4,4,4,0,1,2,4,4,4,99,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,650,no,1
3368,CENSORED,1,1,3,1,99,2,1,5,99,3,5,5,NA,2,4,1,2,1,1,1,0,0,0,0,0,NA,2,1,3,4,4,4,0,1,2,4,4,4,1,6,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,650,no,1
3369,CENSORED,1,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,3,4,4,4,0,1,2,4,4,4,0,6,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,650,no,1
3373,CENSORED,1,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,0,0,0,0,0,0,0,NA,3,1,2,4,4,4,0,1,2,4,4,4,0,6,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,316,no,1
3374,CENSORED,1,1,6,99,99,99,99,99,99,99,99,99,NA,0,4,1,2,3,0,0,1,1,0,0,0,1,0,1,2,4,4,4,0,1,2,4,4,4,1,2,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,600,no,1
3375,CENSORED,1,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,1,2,4,4,3,1,1,2,4,4,4,0,0,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,316,no,1
3376,CENSORED,1,1,5,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,0,0,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,0,0,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,600,no,1
3377,CENSORED,1,1,4,99,99,99,99,99,99,99,99,99,NA,0,3,1,2,4,0,0,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,1,0,0,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,600,no,1
3378,CENSORED,1,1,5,99,99,99,99,99,99,99,99,99,NA,0,4,1,2,4,2,0,1,2,4,2,0,1,4,1,2,4,4,4,4,1,2,4,4,0,0,1,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,600,no,1
3379,CENSORED,1,1,2,99,99,99,99,99,99,5,3,99,NA,0,4,1,2,4,0,0,1,2,4,0,0,1,4,1,2,4,4,4,0,1,2,4,4,4,99,1,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,600,no,1
3380,CENSORED,1,1,4,4,99,99,99,99,99,99,5,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,2,4,4,1,0,1,2,4,4,0,0,1,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,134,no,1
3381,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,2,4,4,2,0,0,NA,NA,NA,NA,0,6,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,134,no,1
3383,CENSORED,1,1,1,99,99,3,5,5,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,2,4,4,2,0,1,2,4,4,0,2,6,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,134,no,1
3384,CENSORED,1,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,2,4,4,2,1,1,2,4,4,2,1,99,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,134,no,1
3385,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,4,1,0,1,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,134,no,1
3386,CENSORED,1,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,4,1,2,4,4,3,1,1,2,4,3,1,0,0,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,134,no,1
3388,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,4,1,0,0,0,0,1,0,0,0,0,1,4,1,2,4,4,4,4,1,2,4,4,4,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,201,no,1
3389,CENSORED,1,1,4,99,99,99,99,99,99,99,99,99,NA,0,2,1,2,1,0,0,1,0,0,0,0,1,2,1,2,4,4,4,4,1,2,4,4,4,0,2,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,201,no,1
3390,CENSORED,1,1,4,99,99,99,99,99,99,99,0,99,NA,0,4,1,2,1,0,0,1,0,0,0,0,1,4,1,2,4,4,4,4,1,2,1,0,0,0,0,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,201,no,1
3391,CENSORED,1,1,4,99,99,99,99,99,99,99,0,99,NA,0,4,1,2,4,4,2,1,0,0,0,0,1,2,1,2,4,4,4,2,1,2,4,2,0,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,201,no,1
3392,CENSORED,1,1,5,99,99,4,99,99,99,3,0,99,NA,0,4,1,1,0,0,0,1,0,0,0,0,2,4,1,2,4,4,4,4,1,2,4,4,4,0,2,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,201,no,1
3393,CENSORED,1,1,3,99,99,99,99,99,99,99,0,99,NA,0,4,1,2,4,4,1,1,0,0,0,0,1,4,1,2,4,4,4,4,1,2,4,2,0,0,6,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,201,no,1
3394,CENSORED,1,1,1,3,3,99,99,99,99,99,3,99,NA,0,3,1,2,4,4,0,1,0,0,0,0,1,4,1,2,4,4,4,4,1,2,4,4,0,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,201,no,1
3395,CENSORED,1,1,2,99,99,3,99,99,99,99,99,99,NA,0,3,1,2,4,4,0,1,0,0,0,0,1,4,1,2,4,4,4,3,1,2,4,4,4,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,201,no,1
3396,CENSORED,1,1,4,99,0,0,0,99,99,99,99,99,NA,0,3,1,2,4,4,4,1,2,4,4,4,2,4,1,3,4,4,4,4,1,2,4,4,4,0,6,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,201,no,1
3397,CENSORED,1,1,4,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,1,0,0,0,0,0,0,0,NA,0,1,2,4,1,0,0,1,2,4,4,4,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,109,no,1
3398,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,0,0,0,1,2,0,0,0,1,0,1,2,4,0,0,0,1,2,4,0,0,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,109,no,1
3399,CENSORED,1,1,1,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,0,0,0,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,1,0,0,2,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,109,no,1
3400,CENSORED,1,1,4,99,99,99,99,99,99,3,99,2,NA,0,4,1,2,0,0,0,1,2,3,0,0,3,3,1,2,2,0,0,0,1,2,2,0,0,1,4,1,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,109,no,1
3402,CENSORED,1,1,3,99,99,99,99,99,99,99,99,99,NA,0,4,1,2,0,0,0,1,2,0,0,0,3,0,1,2,4,2,0,0,1,2,4,1,0,0,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,109,no,1
3403,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,2,1,2,1,1,1,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,1,1,1,0,0,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,816,no,1
3404,CENSORED,1,1,5,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,3,0,0,0,0,0,0,NA,0,1,2,4,3,1,0,1,2,4,3,1,0,1,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,816,no,1
3405,CENSORED,1,1,2,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,4,3,0,0,0,0,0,0,NA,0,1,2,3,1,1,0,1,2,4,3,1,1,0,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,816,no,1
3406,CENSORED,1,1,4,99,99,99,99,99,99,3,3,99,NA,0,0,1,2,4,3,0,0,0,0,0,0,NA,0,1,2,3,0,0,0,1,2,4,4,3,0,2,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,816,no,1
3407,CENSORED,1,1,3,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,3,2,0,0,0,0,0,0,NA,0,1,2,4,3,1,0,1,2,4,3,0,1,0,4,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,816,no,1
3408,CENSORED,1,1,2,99,99,99,99,99,99,3,99,99,NA,0,0,1,2,3,0,0,0,0,0,0,0,NA,0,1,2,3,1,1,0,1,2,4,4,3,0,2,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,816,no,1
3409,CENSORED,1,1,1,99,99,99,99,99,99,99,4,99,NA,0,0,1,2,4,3,0,1,2,1,0,0,1,3,1,2,4,4,1,2,1,2,3,1,1,0,3,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,816,no,1
3413,CENSORED,1,1,3,99,99,99,99,99,99,99,3,99,NA,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,1,2,4,4,4,0,1,2,4,3,0,1,0,3,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,109,no,1
3414,CENSORED,1,1,5,99,99,99,99,99,99,99,99,99,NA,0,0,1,2,1,0,0,0,0,0,0,0,NA,0,1,2,4,1,0,0,1,2,4,4,2,99,0,2,CENSORED,NA,CENSORED,CENSORED,CENSORED,CENSORED,109,no,1
